Velocità;DistanzaLineaCentrale;TrackEdgeSensors[0];TrackEdgeSensors[1];TrackEdgeSensors[2];TrackEdgeSensors[3];TrackEdgeSensors[4];TrackEdgeSensors[5];TrackEdgeSensors[6];TrackEdgeSensors[7];TrackEdgeSensors[8];TrackEdgeSensors[9];TrackEdgeSensors[10];TrackEdgeSensors[11];TrackEdgeSensors[12];TrackEdgeSensors[13];TrackEdgeSensors[14];TrackEdgeSensors[15];TrackEdgeSensors[16];TrackEdgeSensors[17];TrackEdgeSensors[18];TrackEdgeSensors[19];AngoloTraccia
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
-6.12781E-4;0.666833;0.49977600000000005;-0.47963100000000003;-1.41134;-2.253819;-2.80634;15.0;7.612899999999999;0.4648200000000003;-2.83055;-5.02313;-6.7485100000000005;-8.23227;-9.59337;-10.88433;-12.30516;-13.67679;-14.874109999999998;-15.97149;-16.99971;0.5015426633985989;1
